,81.06.mp4,81.17.mp4,87.43.mp4,steps
0,77.48770458,88.92976621,113.1664858,
1,82.01942643,102.6561215,118.2515799,
2,82.76204091,110.1737165,123.4833625,
3,97.93266073,108.5319455,85.73193768,
4,145.3023741,110.8146349,85.71713386,
5,117.8634877,106.6794747,106.6120782,
6,118.0354022,115.8986619,102.7624481,
7,107.9218404,170.2835846,118.5278541,
8,110.3080907,118.21862,110.7940052,
9,97.66833442,122.816571,123.6828637,
10,95.38366905,113.7588004,141.8231732,
11,90.01230564,8.507734242,51.83071855,1
12,122.5563021,122.0162332,71.08366696,
13,98.76593881,127.7379028,55.99841518,
14,109.3532211,130.4538349,79.92058561,
15,93.84890062,112.4986938,64.06896431,
16,66.52791403,94.88498626,101.4272201,
17,106.8110574,77.38969875,109.9186857,
18,94.70325162,86.62068929,85.38207522,
19,107.8060927,71.55884271,85.26478181,
20,80.10904744,51.88615637,88.98544259,
21,75.33927167,48.52080075,113.1979687,
22,97.61964994,40.1616126,118.9083933,2
23,82.67802458,67.67285308,103.0098568,
24,84.88116031,64.14540483,76.45116417,
25,91.11898469,53.03388715,54.51877294,
26,90.74970913,29.74207921,58.91066265,
27,97.45638562,21.4466637,66.93471684,
28,37.21104428,89.46241019,32.19399204,
29,42.8219483,110.8765088,81.12842158,
30,0.469647686,102.1810002,87.06355672,
31,6.017400422,98.8085587,96.13962662,
32,83.03574939,99.16243133,113.3122512,
33,85.69698682,100.2085611,109.8125829,3
34,99.17844302,90.97378091,110.9559365,
35,95.41435426,100.12468,110.826526,
36,95.16480728,96.59514332,111.1470282,
37,95.46764586,94.36303572,104.8836893,
38,94.24958906,93.63438448,103.8409345,
39,91.23922175,96.97611096,102.1165133,
40,107.9509228,100.6886275,105.8294168,
41,107.8592331,99.6626572,97.84432658,
42,117.3845816,89.78713644,98.14810277,4
43,102.858909,85.35203028,82.65117231,
44,97.89877461,83.38146038,68.27610984,
45,78.74563397,63.38536495,69.87355843,
46,82.85485489,69.91328076,53.55130172,
47,38.63319407,64.11367358,50.08863435,
48,56.54974828,92.94816641,58.1591044,
49,87.11979726,80.8543376,0.855992598,
50,91.50095283,87.76250341,62.98083385,
51,56.42144249,84.22798216,50.21803241,
52,59.61028232,83.22615917,70.69509042,
53,72.25493845,88.99024846,84.47336077,
54,102.6509423,62.96554137,90.85077252,5
55,77.53804105,72.37382203,69.2824593,
56,75.9108114,71.01826228,67.3241296,
57,61.33446614,72.94167402,38.22751041,
58,66.0467852,101.5477615,29.12207639,
59,67.86975129,83.06513554,78.58725152,
60,67.16037,76.56121598,87.75849123,
61,87.79413987,92.87090479,80.30602519,
62,77.48657729,91.60152001,91.4615241,6
63,75.64648157,87.56562066,90.11784003,
64,101.571603,86.37239279,84.58689581,
65,92.15159773,98.12969555,87.48730502,
66,92.35749198,115.0908483,105.9736352,
67,100.9809245,117.6895703,118.0375656,r
68,83.68188227,119.3224622,117.1729774,
69,86.97926669,118.0493704,123.5767741,
70,96.55982374,128.6346415,115.9578897,
71,114.5662079,112.939678,119.9795628,
72,112.3975279,123.1153841,118.4569472,
73,108.1894357,121.2642741,117.3572169,
74,100.3668199,125.9107906,120.8173042,
75,101.6983685,119.9164532,115.7588225,
76,111.4316112,115.0340435,110.5795327,
77,105.9908379,107.2237687,110.5795327,
78,120.8575376,116.3054267,6.798901457,
79,126.5282491,131.6283818,58.81662614,
80,100.8924988,99.34149736,51.43538951,
81,104.427408,118.8510835,61.66837133,
82,112.1135785,115.450841,56.33340111,
83,107.862628,117.6149246,72.31320547,
84,110.3641941,117.6149246,60.21111173,
85,98.71710732,117.6149246,71.75616376,
86,104.3139319,126.5358265,82.23116387,
87,104.3139319,167.8392485,111.2238671,
88,94.02991824,141.0734403,80.43871608,
89,88.92976621,113.1664858,89.89751284,
