,89.13.mp4,89.75.mp4,90.34.mp4,90.61.mp4,steps
0,120.3823059,13.61080606,77.63093233,126.5253711,
1,103.8965842,107.8851404,96.65660812,120.8755798,
2,92.33339438,92.67763455,127.2248349,111.9977981,
3,98.48678654,94.94616633,115.7072017,120.3627335,
4,125.6904732,97.47349625,118.6296167,108.0042168,
5,79.67769057,95.48786572,87.59643,106.2164223,
6,69.23138302,63.7404908,74.78127249,83.50846807,
7,70.30030716,79.77031336,73.7455918,84.5981127,
8,27.37835291,66.23579961,75.83849291,103.7638029,
9,2.276140056,70.61625825,97.99970057,115.1837648,
10,62.38536421,6.099710584,118.8505794,109.2079579,
11,26.22604783,45.55805836,133.1575409,119.2882988,1
12,66.05493089,107.6629106,105.4807194,77.32709391,
13,67.1634743,83.81462223,96.05833707,66.47172953,
14,61.23530744,91.21945889,108.7186553,98.69049879,
15,63.54072916,93.47307818,88.86556504,67.09685428,
16,39.95198505,65.46156383,83.32597349,66.38082811,
17,43.20095159,91.88058484,56.73136155,83.61513006,
18,24.43588698,111.860462,87.0195433,87.96679968,
19,25.52982033,93.76658854,95.5634909,69.43481317,
20,29.97204592,94.22520984,23.69949719,71.17906236,
21,71.41787418,67.79581102,128.9861648,51.51751326,
22,73.09783384,63.04896573,91.01780896,57.51926203,2
23,33.91816324,46.89291776,93.24227722,43.10072287,
24,78.92435977,18.14761304,137.8828573,39.97899774,
25,96.55871184,9.690221751,112.1586707,45.04899494,
26,93.24616776,7.104285496,108.1318716,43.54306867,
27,18.13173452,33.2259866,102.5876782,66.48265034,
28,9.894141047,1.805648334,100.4075211,39.61012999,
29,10.37877659,5.387060399,69.84148349,52.09817901,
30,31.17964456,31.25277165,11.36778277,78.13309226,
31,19.4727682,37.97052732,13.10992633,48.73143286,3
32,13.24838571,42.86992724,9.7563492,24.55248268,
33,22.82026403,79.77243201,31.53295867,40.52427019,
34,29.20927905,56.62282619,63.0916901,49.95142521,
35,29.38412555,66.50462876,57.062381,29.05799916,
36,14.25319282,10.78756812,63.06242475,29.92408201,
37,17.91084988,43.04588386,56.01326936,54.01306579,
38,61.06954721,42.5152811,41.43790433,47.38938942,
39,17.46252291,62.75896841,47.24618522,36.29614827,4
40,17.36628282,40.96917704,49.14745476,28.38447551,
41,21.00250054,29.37067847,58.39744629,26.63778425,
42,20.04684864,36.97203208,43.12788668,32.67034366,
43,18.96662951,50.96309284,63.7449303,23.54112764,
44,13.69402086,55.43816405,41.75474535,25.21327701,
45,22.27724189,42.48757339,39.27045136,27.13894055,
46,27.07812954,57.2106462,46.41395639,41.76507948,
47,18.09832746,53.31272098,47.29466807,67.67879986,
48,30.12959765,48.56195811,49.7785078,72.40186905,
49,29.20755981,49.38404629,52.24416535,65.52082901,
50,34.27845999,65.85480885,56.64994876,51.60320346,
51,34.4789544,45.13456054,51.40267396,71.27328152,
52,31.67766429,74.47563749,114.70228,76.7206084,5
53,25.94625621,72.95785296,79.61183839,72.48063345,
54,16.8226877,62.49785841,81.46465808,62.67428243,
55,23.65862787,50.42562455,76.60231733,70.7290538,
56,41.72080262,53.45206938,68.439283,79.30529773,
57,39.49801007,71.13029124,67.33802513,59.77431959,
58,61.27304853,79.3396084,10.00611489,35.29832398,6
59,57.73412519,87.86992638,33.36545382,173.5070901,
60,90.65220983,3.431489651,166.9568747,4.446265931,
61,74.77824686,15.52207607,123.918922,4.809140083,
62,15.51440996,20.25915652,123.918922,30.67704174,
63,16.15278182,141.0866068,26.04082158,49.48651017,r
64,25.4073447,71.28822597,5.345424,36.56587317,
65,9.721122956,77.36882381,150.3815185,32.95977112,
66,20.50329573,50.66639465,4.82688269,38.74552596,
67,33.74565527,28.64795614,106.0555476,36.60825436,
68,23.31397127,24.8659151,42.55650577,44.24835027,
69,18.63493974,13.44195382,38.9601013,40.22386985,
70,8.484088684,12.09494497,23.85260654,49.30734343,
71,11.95337117,11.50090136,33.22266947,53.14332902,
72,5.595533252,9.632331365,38.02663257,57.1173819,
73,8.371177265,2.468668597,15.2428387,85.20495981,
74,8.695509235,44.76375929,30.16263653,96.65743025,
75,26.86575075,78.16607867,27.43203216,96.65743025,
76,32.88444936,75.29984904,16.71561035,125.4071745,
77,57.39963507,86.1094987,75.18196191,125.4071745,
78,84.35515895,105.8661482,87.22090414,136.9040971,
79,97.33968724,100.5613405,107.3835832,132.9164861,
80,99.3609169,100.5613405,113.4995446,130.3669893,
81,120.106493,128.8319548,66.56193449,127.5382456,
82,125.7298551,134.1287434,125.3451985,136.2614385,
83,130.8164587,134.0042136,128.4150966,133.1422601,
84,122.100828,135.456403,128.4150966,115.2186826,
85,97.08605189,128.6117867,133.1910731,105.0280723,
86,107.9305611,119.9436661,134.2948542,87.1715316,
87,62.39149065,90.51802824,131.3381571,80.17957399,
88,25.5418369,93.44327285,128.2364334,58.32634384,
89,13.61080606,77.63093233,126.5253711,26.900495,
