right_hip,left_hip,right_knee,left_knee,left_trunk,right_trunk,elbow,shoulder,height,weight,distance
100.4671325,83.03547656,152.0372937,164.2952946,177.1407837,171.8302716,67.52724936,2.02186595,1.95,108,86.14
130.9845211,50.31357271,147.0549127,164.524732,165.4455052,169.9539554,134.6168063,48.02983723,1.95,108,87.55
114.9179014,85.5837926,148.0510467,159.0745547,166.9421598,161.1176881,178.0028544,107.8479389,1.95,108,87.84
82.33212328,91.17049091,178.1389259,178.8363558,179.05077,178.1666996,157.5931865,11.68643073,1.95,108,89.82
123.7097444,65.71820223,141.18554,154.1526474,163.5819735,163.3020673,78.37060593,35.39742861,1.95,108,91.44
78.76587149,85.99782104,173.263622,178.3543238,179.015044,174.1867044,119.9704876,87.17800081,1.95,108,92.06
71.26275148,97.61964994,138.7373713,150.5070887,160.4303448,160.5424531,166.2108312,70.68391911,1.82,86,81.06
82.10474183,40.1616126,122.8268254,161.2437265,175.3626584,127.515054,169.1936997,69.26967217,1.82,86,81.17
48.27100738,118.9083933,129.6961931,150.6832261,162.1867837,159.7358453,160.9326008,71.49697384,1.82,86,87.43
89.179828,96.9121457,179.4640866,158.385674,164.2318982,172.7281026,71.27003183,73.09783384,1.92,87,89.13
86.62206752,90.48575016,178.3300642,168.3917574,173.2642009,175.2487669,66.43838225,63.04896573,1.92,87,89.75
91.36782827,91.05020847,176.2410186,163.1220311,167.906222,174.2774158,83.57083206,91.01780896,1.92,87,90.34
92.91823408,91.62069188,179.0213255,158.578387,162.8628817,171.9815063,131.5958937,57.51926203,1.92,87,90.61
87.90103576,127.1056679,134.7918813,155.310659,165.9137945,150.8402013,163.8299505,105.0779522,1.88,103,82.25
121.4680243,61.66497629,152.9618879,155.5977204,158.6738012,159.1847957,167.8200844,0.526560255,1.88,103,82.52
98.06404385,108.3169759,134.1981567,152.32452,160.6155783,152.3028944,161.3264835,119.2617298,1.88,103,87.22
15.49077101,121.2084472,141.0121508,158.0298127,173.127446,148.8445376,169.0061958,102.1878487,1.88,103,87.71
12.85392431,135.6312365,135.2942629,156.8563952,167.2026001,151.6591554,171.8005069,116.177301,1.88,103,89.78
109.0370104,86.4939615,145.8845953,169.2865063,176.2751387,162.4343565,123.070212,6.510212592,1.88,103,93.59
96.00722512,67.62192539,138.4581039,155.4966187,165.2756939,161.0957843,152.758658,59.34506074,1.88,103,94.24
120.4490598,95.2004036,139.1679327,161.802185,168.9041486,150.3418992,142.3284617,53.11023864,1.88,103,96.29
103.1978863,107.3517743,143.9758177,162.3877209,175.5901585,156.4977021,146.3552174,72.24707984,1.91,90,82.94
81.62102268,142.8253657,137.1310755,165.2135066,179.0644515,145.6263732,69.59924672,90.8650931,1.91,90,85.52
50.13055571,178.4329841,123.1289466,150.5449047,172.1034632,136.3007838,172.8167121,100.3604991,1.91,90,85.97
66.45238853,111.1735911,163.9375022,148.1267176,166.14145,175.1626873,175.5779921,105.5272593,1.91,90,86.14
75.08514374,112.5399732,160.4898321,159.0677102,168.1089975,171.2825265,177.7345077,91.35565378,1.91,90,86.4
82.2917752,95.30656862,149.9508237,155.8131673,161.9868421,170.9452345,178.3360653,100.7346909,1.91,90,87.08
38.11105917,131.5217298,154.5889031,159.0853204,172.8798259,172.9525304,168.1825159,110.2168429,1.91,90,88.12
79.1107162,81.66092843,146.5057109,158.2109177,170.8325807,163.682597,178.7014073,86.32478035,1.91,90,88.26
99.91756927,109.7401444,162.8959276,137.5295956,143.8427549,179.5753946,175.869648,25.42976564,1.91,90,93.9
