,82.94.mp4,85.52.mp4,85.97.mp4,86.14.mp4,86.40.mp4,87.08.mp4,88.12.mp4,88.26.mp4,93.90.mp4,steps
0,155.9826197,88.3075682,172.8106826,163.48347,113.7278697,125.3756235,157.445408,121.8336353,27.01204616,
1,101.6034151,113.2720006,97.02707224,87.65458109,126.4225923,101.0528068,157.445408,121.8336353,27.01204616,
2,86.96134565,88.41966181,117.3334982,96.07727306,157.6693288,89.70582156,172.8272665,129.8847525,18.22314602,
3,92.56157835,172.4721532,114.3100429,122.2227105,162.0651113,129.3870184,178.1628962,33.5802307,159.8029344,
4,77.59117344,120.091453,63.62649059,102.7703678,151.1627941,166.2562781,141.1885039,22.40745894,120.5072231,
5,34.50720395,137.6832152,167.8154035,52.90597177,101.8975466,138.3485835,146.9875813,138.4041284,79.21814707,
6,155.9959001,156.4924306,131.9446319,93.34751831,167.6836833,95.15254058,150.4383079,113.0163178,142.2258015,
7,156.9805778,156.7234337,23.74910652,86.49032022,177.0652263,77.61311097,101.8320848,121.1676936,147.115478,
8,150.2919025,168.1305,171.7043307,76.94644356,168.4427757,91.6800817,85.52648564,145.3791873,150.2527867,
9,159.5721177,168.3871319,171.1513215,162.3322167,170.6904554,162.0483462,142.845533,175.1874534,149.2447778,
10,176.3653319,174.9779118,131.621501,176.8255827,175.1284428,172.0357124,165.0478622,164.916846,109.9747144,
11,171.954795,172.8399606,177.1456574,176.1584901,179.963263,166.8848645,166.4672404,165.3376339,163.6828008,
12,138.1609938,156.5640852,167.6382479,172.5916019,175.2112807,178.7713756,171.9285767,176.5531953,119.0780657,
13,173.855355,166.2494388,171.2686867,178.1694693,175.0561005,178.9057348,166.8148417,175.0118685,165.6267563,1
14,165.3652627,138.7968336,166.4234526,168.5896843,175.4364785,177.443135,169.1991316,176.2655375,134.476889,
15,130.5051615,80.87761347,173.3083689,164.0681698,178.8696468,166.6381868,162.9641624,172.1062077,125.4151177,
16,128.118507,159.625391,178.0835212,173.4908623,167.1723649,169.896194,155.5029302,169.9251295,80.00498226,
17,90.72599979,159.1491594,175.3549503,161.6477076,169.4832744,171.5063017,164.8577658,169.7041017,118.2793835,
18,138.0901263,159.5361084,175.1312808,155.9572655,178.4609047,176.9437299,176.9231651,170.6214928,179.7697215,
19,119.7529755,174.0496679,178.6689783,175.2573948,175.1235185,178.3590171,168.6928259,176.3645327,143.7541641,
20,146.3552174,69.59924672,172.8167121,175.5779921,177.7345077,178.3360653,168.1825159,178.7014073,175.869648,2
21,149.9067261,98.05110116,172.0941562,169.8419684,174.3824922,179.6431118,160.4070365,176.1562424,119.728572,
22,149.5585127,140.4218054,169.0119454,179.1539028,177.2735531,173.0970962,152.1477992,176.3755068,169.0596156,
23,152.9234163,169.3296067,176.5377012,176.3196768,174.3251286,172.8611896,159.6175745,172.0684997,126.6274975,
24,145.2124156,103.1070023,175.3427212,174.7440215,177.6098565,166.9320298,158.3674567,177.2875526,136.4104877,
25,157.6734419,168.6984688,176.5271112,170.8081845,177.6264599,165.2417041,154.9390565,176.250772,179.7921952,
26,156.0404668,164.9150699,175.5465995,166.0056768,176.7484929,177.9421325,152.0050013,176.7598477,168.8770626,
27,174.317627,174.2218243,174.3332819,173.3828086,171.0791161,179.911152,157.5830693,176.2052863,141.706723,
28,171.3430293,168.9027849,176.8674194,174.0462971,174.3293633,178.7887807,158.2500457,179.4932146,145.7344587,
29,178.9948993,166.3617332,172.7992123,172.6123991,176.1671141,174.3765751,157.7788883,175.5072836,159.8236118,3
30,177.0815536,173.6464779,172.9885941,172.7783651,178.5760828,163.9832138,157.8841179,174.7397416,153.711782,
31,167.9923454,152.2126865,175.3651774,169.129712,175.0360067,162.4774942,149.8295664,171.340429,155.705997,
32,172.5000317,153.1902575,173.0201103,168.1960635,171.2431282,175.7558944,167.1705472,169.8535216,159.261855,
33,172.1286077,145.110119,173.5440569,168.2588885,173.6219784,176.3590794,165.1868345,169.6950933,155.7446663,
34,165.4838073,153.1803199,162.6784897,167.619677,173.3465637,171.2335826,162.2275245,168.6104023,158.0840472,
35,164.9954421,160.3050198,168.780497,171.0670776,175.5454577,167.4375342,168.6088082,177.2913961,154.3665733,
36,160.7280359,153.8061201,175.0446007,166.9586465,173.9067328,162.2175116,160.6880058,178.9090385,156.7230483,
37,154.3685851,155.3983863,169.5463521,166.1907429,176.5704182,162.5186021,165.3177701,176.8991319,150.6637465,
38,167.038232,138.5987974,122.8283754,173.6241664,166.0789253,169.7977803,163.4496733,174.4395729,144.9025205,
39,153.0652336,135.3010934,167.1171759,165.9134444,174.9228076,175.6933401,149.9791864,165.4866071,154.1644551,4
40,141.0627163,136.2471386,165.592914,154.3271807,148.2160558,151.1278026,157.5426538,170.1182841,130.8443932,
41,150.120874,157.1538748,168.3076989,165.3580727,171.5160483,158.275543,147.5239307,158.2969128,142.2718426,
42,163.1855408,137.9485456,164.5330733,167.9876581,163.1129539,145.6253604,152.9907138,160.8562292,175.2113428,
43,158.3924111,151.159863,155.8911212,155.3900415,162.8962701,146.647515,145.7359709,158.5827995,147.2474766,
44,158.1729857,172.7327671,176.1693952,149.885659,169.1390872,151.1291316,132.7527224,162.9164312,147.6465069,
45,137.085126,125.9695445,160.4247608,171.2508227,171.6089287,150.5385235,137.1617914,160.5868918,161.9646577,
46,150.9781351,150.3141316,145.664465,139.4002874,172.0681624,134.5784455,158.5523436,156.6718588,137.868767,
47,139.3930401,168.0878253,153.0859509,141.431905,155.6795649,152.8512384,124.8195056,169.2086642,173.9904204,
48,123.5137165,175.2234673,120.9761366,147.4677053,141.3495719,156.9744918,166.4345943,156.3665356,145.8125906,
49,113.9646232,170.8298366,124.6407702,126.4882226,136.0641165,150.7556793,115.7762704,150.2311175,165.5702492,5
50,102.9584523,133.7054661,132.4553279,116.7595229,135.457535,141.7802287,149.0338803,136.1609087,121.8312811,
51,140.3380692,129.9699226,98.67935866,127.2729846,123.0145241,123.2344209,155.4873022,134.0344063,153.7013104,
52,17.65351468,146.3153497,119.7374874,121.4551754,112.9767793,103.442505,165.1017556,122.7380793,151.7705843,
53,178.0850051,141.7528845,162.9058529,111.9116929,122.305367,92.15562371,177.3028608,110.2837398,123.3273175,
54,171.1581871,178.7720936,149.207602,123.6236884,157.1834797,114.8449479,162.5764713,144.9827652,171.6632112,
55,175.5330478,171.2233776,155.1270356,122.5412384,161.4985384,100.6226341,168.5225168,128.6020737,4.607594431,
56,171.4534297,36.96095194,164.3012731,80.42054774,160.594799,152.1467433,159.7575325,149.2629632,170.485087,6
57,175.0298747,165.6209669,164.1067571,161.0653516,166.8167549,165.7180088,174.7672808,169.9182282,167.1548592,
58,93.00612146,41.29901631,163.7604326,154.6730439,154.9873794,161.7216753,75.63090343,164.9958047,113.4153352,r
59,129.3007456,124.6703041,143.2279419,161.1239927,160.1926213,162.3234519,15.50965268,157.4262681,59.52476051,
60,168.02499,170.3433245,171.8509846,160.8013132,158.1973736,162.1606018,162.0869867,157.1208801,167.3603746,
61,173.9308005,178.7282572,173.5260116,161.9716999,158.1973736,164.516719,168.6844277,174.9378996,164.2881587,
62,46.78165696,165.1480689,165.1362732,159.2166,160.3725107,162.2223757,130.5004879,161.6386363,159.8237582,
63,171.2625887,175.2456635,178.1812042,164.4318905,166.8268784,175.5767578,171.3859444,163.5498194,156.8031623,
64,172.6970155,12.19879957,169.7804672,162.3622239,165.6996781,159.8778616,63.49151166,141.7499623,168.474533,
65,163.7857385,127.2595303,153.3515925,165.5807186,177.7663841,176.9753986,169.112186,179.2659129,106.9132328,
66,138.0519753,118.9641007,147.394679,171.6757912,168.7700972,177.0833256,140.6019242,171.7799959,176.6330645,
67,143.5057733,71.46371413,138.0429036,170.194405,161.6967383,175.9937763,57.53444959,177.5839718,99.63124544,
68,175.3305203,152.3632211,176.6509682,172.7925858,163.7625486,165.3495248,155.4256627,174.554806,151.8978081,
69,171.7343692,100.4579349,139.4161868,150.9428334,161.4136544,160.1831649,143.4258575,161.0403137,143.0522166,
70,175.9976699,172.0077328,145.9234092,150.9428334,136.2617561,154.5782394,156.7828755,158.642883,129.997337,
71,177.1197179,176.0458627,140.6145792,171.3411318,143.9943264,148.6208413,161.4932214,179.4686919,176.0786519,
72,173.3002471,167.2801362,32.53161787,148.8064309,171.4404172,133.7487525,165.7932479,178.3511462,152.9538143,
73,173.2300025,174.5163813,92.12771673,150.6787704,172.2413463,139.7350579,178.4546386,175.9988462,148.6739302,
74,176.3422433,179.1303939,11.67687047,167.1364824,39.99421287,167.5255235,169.1430661,151.0252237,155.6337987,
75,178.5877201,176.722128,172.9919944,99.58522735,116.9353591,159.026588,171.0033798,154.3229132,179.8333215,
76,169.1598076,167.6350518,154.119918,74.44111355,113.5793887,87.85017816,171.0033798,177.2485712,122.9275884,
77,166.0590118,179.9881594,169.2495635,131.7494966,161.4809813,153.4233329,175.2795454,174.3890155,5.842781534,
78,171.031961,157.4753812,146.8836498,111.5529368,167.4382524,62.28529043,152.6019646,137.2280105,159.1768973,
79,173.5505778,171.0003498,133.7661016,107.7940824,173.1115746,70.94163849,159.3391864,137.8453869,147.8494577,
80,170.410452,163.4908057,169.6572059,174.276079,141.4596474,82.31978273,150.2614568,151.277982,150.7780486,
81,162.1812157,172.30912,168.7264324,105.7033763,137.4101748,77.2581608,151.2273343,166.4765429,145.8557939,
82,85.12024127,169.9684891,161.78216,148.7987019,157.7327082,107.7097132,170.6439164,110.5255934,174.1292578,
83,176.3254165,175.5544675,152.8147629,164.3915997,159.6421612,154.0835485,176.8801452,128.8946071,167.7811697,
84,177.876868,161.8187093,162.3040888,163.3988737,170.4691783,152.6551325,177.1279187,140.1365144,161.9613278,
85,179.980545,170.6558579,166.0685619,166.5252689,163.8843861,155.3432581,179.0756746,143.0203241,162.1314094,
86,177.2253986,172.0917657,160.1685361,164.9674655,154.9027873,99.44724781,178.096799,144.6466275,162.1314094,
87,169.7249311,175.5854706,163.5192292,133.2805768,154.3871725,101.533428,179.0163142,132.5215986,78.32225458,
88,174.7100088,172.8106826,163.48347,154.8561221,153.6539614,157.445408,179.6883756,136.2826758,159.1868197,
