,89.13.mp4,89.75.mp4,90.34.mp4,90.61.mp4,steps
0,92.52514582,138.9562409,177.5940764,165.7163249,
1,101.8205463,94.45485128,95.31181744,98.21186133,
2,101.8400649,87.87725784,100.1991894,101.3960589,
3,102.6396184,88.52408822,100.4886276,90.54136834,
4,100.6082661,87.63398455,86.05079385,83.75754316,
5,94.06418016,86.10215092,88.2301796,85.33747661,
6,92.5753545,80.0815981,95.64747413,84.71937272,
7,91.3795436,77.78135979,93.45252802,85.53413734,
8,85.97326932,78.40153317,94.51116244,84.25961505,
9,87.67545439,85.2255739,80.8684292,84.18710744,
10,77.48227935,77.18918875,80.16537888,81.78983556,
11,68.78959791,77.86987637,79.6751471,75.79362632,1
12,68.9159965,79.00890585,79.10700932,81.74289651,
13,79.43534357,86.83043706,91.04259404,100.6006848,
14,91.4335878,87.21413123,98.07302001,98.49822165,
15,91.80922657,114.855797,100.0805115,106.9830705,
16,80.64022191,99.2862629,100.9664477,97.01877844,
17,81.44477471,102.4064946,90.80869502,86.22309845,
18,74.17498095,88.51020699,91.10277994,83.28486811,
19,81.4560176,84.11747313,93.08726312,84.24703639,
20,81.29279547,83.69730466,90.48189298,85.38728083,
21,84.59699174,81.92283455,89.68627391,92.73397907,
22,89.179828,86.62206752,91.36782827,92.91823408,2
23,87.85121302,88.5679001,87.77310204,90.12177441,
24,96.13994089,87.2606798,89.03468606,91.33099903,
25,89.82437938,82.69220079,82.35698666,80.49783309,
26,88.46165719,78.82984176,82.37457064,84.79022217,
27,80.19462992,79.16212153,80.05379218,82.18032091,
28,79.86580979,78.25274434,81.96975717,81.32752065,
29,82.60463702,80.33951996,76.98110368,85.62347848,
30,65.79720057,77.57762749,77.53974448,79.5541509,
31,74.57780537,82.65308159,79.06441175,89.751033,3
32,76.55153713,79.89156049,79.2621351,103.3395183,
33,78.53787906,99.27449635,90.04470065,101.0866747,
34,71.77087718,90.11467118,99.47584034,101.9016355,
35,75.49140411,91.42186577,100.1341589,88.3824977,
36,80.28646638,80.13447294,86.7247676,83.17415632,
37,78.51090748,81.64366656,88.12338258,86.82401525,
38,75.74249484,83.70724924,88.12054045,84.52606608,
39,83.7351018,82.20680326,88.45442912,84.29640712,4
40,84.32783785,69.65303361,81.09811832,48.41160614,
41,86.76657037,70.1891241,72.89195007,68.53932149,
42,76.75633112,73.4233246,53.87527494,36.55519017,
43,82.36746626,67.07334203,47.83961961,73.74224876,
44,82.63973836,71.61030513,66.66275501,78.32709373,
45,74.93783035,74.35444796,79.09298796,76.87775705,
46,77.1648558,74.97188794,67.22234604,84.05226035,
47,77.93092299,75.84605112,63.88067349,88.64186899,
48,71.29326879,79.39601201,68.12738189,90.47363741,
49,69.51269265,82.44249318,76.77600155,94.98633342,
50,72.84067527,82.37028653,75.05598031,97.24320868,
51,85.2840462,86.26551406,77.55235943,97.22392078,
52,85.83800837,89.35089656,85.90533806,103.6382469,5
53,86.33536339,91.1355242,90.40375417,100.8790647,
54,90.03299538,97.80467977,97.08511666,110.2652814,
55,97.41211537,107.396545,98.17183762,104.5302777,
56,97.10953763,107.6720273,99.48222493,105.066932,
57,100.1897431,99.59670091,105.3292994,112.5932258,
58,102.6762108,105.2169977,102.002955,111.7593343,6
59,104.0608165,109.0685472,103.9775241,114.7315756,
60,108.1430931,108.0078941,115.6488212,92.60826694,
61,88.45695093,107.7515582,72.90308638,102.6106182,
62,112.6650193,98.51577454,72.90308638,80.95607974,
63,116.5164658,116.6453364,124.8293648,75.72389092,r
64,65.72868263,79.07076381,132.7207985,25.23267837,
65,95.66383082,68.4453651,86.95593332,82.97144972,
66,49.03447169,67.34631077,43.51286474,150.2983225,
67,128.8063741,108.4285552,14.24194666,149.2534962,
68,126.5555924,53.97054662,138.6597865,138.900022,
69,117.2044479,0.229854279,118.7949147,142.0041942,
70,175.4151935,95.36228118,125.3338457,148.9033979,
71,141.4800109,0.980125549,133.4584788,155.9815733,
72,120.9344144,130.5563702,139.5459254,147.4566988,
73,137.6893218,125.8242782,39.33816098,137.7903885,
74,132.6567144,121.810386,159.3460472,45.32736284,
75,121.574173,108.536028,152.5442137,45.32736284,
76,105.6597939,111.3698717,149.5158818,125.3711887,
77,122.6367704,94.62997727,126.3596428,125.3711887,
78,62.05733133,90.38097934,26.08067261,115.9626055,
79,33.30445259,99.3108008,105.1745552,115.2519588,
80,58.08527565,99.3108008,74.01761028,81.97384436,
81,12.41557265,51.75044488,114.8681895,166.5729127,
82,19.80613534,77.49871137,99.26076948,171.2710322,
83,55.72866878,75.55653659,94.75590222,136.0289688,
84,72.33011636,70.34218635,94.75590222,171.0899264,
85,107.6176322,99.66180033,89.94626691,161.0499448,
86,105.3346025,161.3428611,68.06841891,150.212794,
87,133.7097777,161.6720002,60.13695905,170.882973,
88,130.3473303,173.479713,70.55016247,156.4131274,
89,138.9562409,177.5940764,165.7163249,132.8193528,
