,82.25.mp4,82.52.mp4,87.22.mp4,87.71.mp4,89.78.mp4,93.59.mp4,94.24.mp4,96.29.mp4,steps
0,0.418494413,74.13683527,38.31562807,33.02286956,10.94020294,57.13045014,21.00689237,13.91712211,
1,4.271469446,68.69840829,4.951156819,66.89622278,22.67458878,16.06064761,21.00689237,15.29182513,
2,33.72825696,62.2530766,14.01169674,66.17829338,160.4221614,52.61694767,1.307230716,12.40278798,
3,20.64254539,4.393275192,19.19523234,45.7877629,146.3217702,69.17498128,5.672971051,17.56688555,
4,120.7287462,84.4967118,13.80881938,114.6833249,148.538682,52.93330932,17.16892641,17.70009353,
5,156.9235528,81.549949,9.059364625,127.4065416,137.7496759,56.13162152,32.42244045,57.78200293,
6,158.9943466,1.870468578,25.17578191,123.9153499,96.93646524,87.9048446,67.65557147,50.61201947,
7,156.6779878,12.49444488,150.4751038,116.1049731,151.7061498,88.0212396,62.7813467,54.76776284,
8,85.57956316,5.500161648,147.6285573,113.5330251,120.6202005,68.25858062,48.93466324,39.34349464,
9,152.8972482,14.14512538,153.1573983,122.4267396,135.5729645,27.46530223,38.78685055,43.47791809,
10,137.8356122,9.268617302,158.1713879,87.42380097,132.0194569,66.84605524,57.82995091,49.3881904,1
11,92.08302301,6.979971137,145.5037097,11.73199964,128.3808173,1.48040543,66.03187102,42.32146374,
12,106.4658645,3.763346394,78.40323177,109.8574276,128.4433234,3.113383388,49.92367997,38.71906239,
13,81.63594718,6.549550967,84.0918476,99.8170737,126.4299082,4.983484855,50.70450978,46.12883214,
14,107.2894273,13.21795122,128.8615891,99.25297178,118.6494366,4.339643697,49.29835159,44.63581634,
15,113.9394339,24.41570621,110.9914081,98.88383921,118.0608392,7.014641246,58.37615337,43.81993243,
16,110.4143293,100.3395231,105.8551454,89.99512581,117.0132698,2.108176638,49.63566057,42.88316641,
17,98.09040281,4.348298674,114.6980881,91.80421272,119.1097621,6.998970874,48.8261687,51.67526193,
18,115.2482485,4.175948737,116.9978232,104.0954117,118.0232833,10.74233308,55.81132416,48.27396333,
19,105.0779522,0.526560255,119.2617298,102.1878487,116.177301,6.510212592,59.34506074,53.11023864,2
20,99.25205237,8.04765278,116.1124106,104.5486695,117.8685491,1.664607361,59.25268817,52.34173025,
21,93.93385312,14.32473149,101.9766456,99.86482329,113.6880417,2.916813271,48.45870059,48.43838439,
22,92.9023049,5.821896523,102.7306381,96.84616361,109.3199417,5.894693098,46.57660605,50.40569156,
23,89.12263463,13.38788094,101.10514,84.94375774,101.789202,12.99193776,51.02925271,44.18985338,
24,86.13166373,18.3136191,91.24531234,82.36861233,97.96563626,14.22309326,48.64331097,41.89780632,
25,82.45329808,14.37106185,95.00366816,82.33701281,87.68376956,14.0461554,48.74639351,50.93930348,
26,79.58150957,8.175107458,92.82740403,82.51436405,100.0172049,16.2893752,51.91796101,51.46157274,
27,79.05188672,4.639923946,90.66567461,91.36859706,97.65162998,2.24768332,55.845454,60.57855277,
28,85.82544839,6.298288479,93.81291236,101.6444564,98.58742297,6.91827968,62.40773313,54.8572745,
29,83.41558748,2.219720273,89.57896938,94.71065482,98.94372338,3.386545599,57.87137421,48.6226625,3
30,89.4984028,4.296895097,89.64763451,89.0943151,92.60862976,3.324761402,51.98521772,45.8322463,
31,87.03229415,2.161422954,93.58891363,85.80031016,91.66290192,5.017474556,50.77604993,46.705782,
32,75.81440693,2.475485922,82.86068971,87.4501907,84.69924689,14.10643825,47.53442354,44.35517089,
33,83.34947272,2.489369175,83.86642296,82.91572484,92.8902472,6.866229972,51.08218178,48.89065949,
34,76.88788503,3.775504217,89.04212513,86.2718576,93.46670879,0.301543139,50.33937622,51.7845557,
35,85.28098262,3.161027327,88.21197264,86.64089873,85.51982815,19.85537701,56.28560745,55.22417446,
36,81.90537363,2.084176863,83.76861327,85.10447312,86.02975509,12.05037217,53.91354077,56.20231221,
37,91.16167338,3.349258987,80.12644166,78.01331864,82.58869723,12.11641258,55.65990962,58.27552047,4
38,88.12813549,5.927316429,84.52308607,76.21071431,80.32048075,32.47741912,60.87777431,59.08083509,
39,87.20111426,12.52032528,80.66152791,82.81831496,79.36019368,7.373791195,52.59303161,53.33591995,
40,77.42160299,10.45063225,72.33791703,74.90408378,77.75713052,10.93171221,56.31814105,49.67014275,
41,73.09512642,13.52753177,77.44538128,74.04628682,70.44746318,19.26929132,52.9296282,44.47558583,
42,68.18869891,16.87387429,124.1016737,79.65994702,67.48219811,3.916822347,49.78712647,38.56222829,
43,65.57223228,13.15710959,72.43653268,63.53114902,68.13386371,12.14961014,46.41787438,43.83475615,
44,75.35992551,6.390905051,118.1127788,70.00906453,65.34251633,20.02204336,42.56457187,44.10449829,
45,74.95637044,11.74002643,128.7000632,60.3890075,66.14343477,0.415236085,48.9413359,44.43795476,
46,69.80823991,1.002466725,126.249399,62.96278837,68.40173403,3.075677966,48.00129641,42.41045329,
47,72.15647136,12.31162662,135.8986039,60.00579843,79.0127943,19.37926092,51.76896242,40.44351836,5
48,77.28619505,11.71989642,73.12760574,61.08778411,74.94827817,8.455344958,41.92888109,38.11361675,
49,148.267286,153.5430329,77.2907377,65.22296238,67.78819644,25.38626389,48.35430372,36.06226508,
50,107.2319728,36.40892796,77.4202391,64.14737892,111.6136367,22.3467468,29.71731987,39.82589194,
51,128.3513627,36.11989446,61.29229268,106.1240478,63.25343173,24.36749449,22.27019142,32.98993589,
52,79.74918654,34.28678002,56.7265341,57.01414662,59.12405672,41.40359419,9.51981647,15.17385944,
53,43.85214147,40.75403692,18.319,68.28703665,65.9528001,15.03648239,1.912308339,11.00227327,
54,64.24404616,49.44842142,4.632860989,109.8895146,70.97598805,28.72843515,5.879459546,86.21324526,6
55,2.838094302,47.48590415,113.9823194,157.5122638,6.947932587,17.77794218,10.78637254,152.6660123,
56,1.092377011,99.82080685,150.0949527,162.5777215,11.07424139,108.9065379,152.4501135,153.2948315,
57,0.366303376,152.5702111,17.89917632,0.139998418,9.678519387,108.9065379,145.3952413,160.1939621,r
58,9.773447302,7.626280334,23.62413994,0.213565337,14.0165214,69.91872607,83.95881248,142.810604,
59,53.89322703,87.61413076,32.90341771,12.16991164,21.79636126,69.91872607,31.58941051,145.0626505,
60,21.57398542,47.62124534,29.03892946,1.295630304,22.87703828,70.57768331,39.81804548,112.168094,
61,44.83285534,78.41696573,29.3562175,5.013417964,18.37357262,75.03238626,43.33168438,160.0034335,
62,3.96896362,90.28591717,28.58321965,14.630233,31.93789153,75.03238626,61.53333202,158.8492325,
63,0.131886336,100.856753,45.77894911,13.20116392,31.93789153,8.040034676,83.41151462,129.7987762,
