,82.25.mp4,82.52.mp4,87.22.mp4,87.71.mp4,89.78.mp4,93.59.mp4,94.24.mp4,96.29.mp4,steps
32,166.1625422,169.7835038,161.3005241,175.548034,166.2976679,174.0017435,154.5324907,162.123689,
33,166.5740212,173.2737031,149.8718797,178.0603005,159.7445245,172.9706154,159.5552978,163.0078305,
34,160.912797,171.8154886,156.7661011,171.5550459,159.1974331,171.0559873,154.6789962,156.7007536,
35,139.7214898,160.7793704,143.4618776,14.5774429,133.7960233,162.6219954,156.1155537,147.1143099,
36,96.76171966,151.5300512,146.5364282,151.1476334,64.67300488,152.948624,143.1358656,139.1739764,
37,108.1748971,150.6704025,104.1395185,159.4808896,143.9935743,152.4519206,143.4324166,137.9106179,4
38,156.6728279,136.8327419,143.4916245,174.4234053,160.6720528,144.5250266,138.43101,136.6406742,
39,160.2560483,165.5569425,134.5318885,178.0268681,132.2549757,129.0959572,126.2714067,131.1956687,
40,148.1763611,158.3143058,135.717373,166.3648816,139.9679648,169.6678842,125.3343429,142.2017443,
41,159.1814414,169.179248,134.0086868,152.3940291,155.1275147,173.6646213,129.191122,141.1439669,
42,137.9859838,165.8667953,162.7578942,151.5250512,154.9333954,175.3188617,136.9261899,144.0854258,
43,144.8957815,170.8416498,149.5855528,165.4256213,143.6435516,163.5273508,135.3510444,141.2924478,
44,151.9502206,170.2001949,160.5834714,167.0627408,163.4072876,172.5397446,143.5302102,141.9008606,
45,149.7063326,169.2815545,132.7477754,173.0119493,170.3146876,171.3033356,136.2125741,144.5504964,
46,160.6509767,167.4712815,147.7424056,166.8080269,174.1844075,168.4344171,130.6338463,158.9042254,
47,166.6767152,160.3157755,141.2072067,179.027027,174.9596464,168.7376528,127.9984207,136.0090841,5
48,170.6733803,159.9612454,150.9885983,171.9225118,174.0560293,161.5362403,141.107115,129.9182483,
49,166.1559313,157.9397832,157.0241768,177.6612354,168.5410508,150.7755885,139.7570529,124.4799164,
50,170.593298,176.724724,157.9723998,175.2873504,175.0347732,150.9734814,146.0001629,123.831189,
51,163.0502666,175.3380398,152.0969505,160.8509729,164.7808735,178.7024625,141.8857848,139.5314516,
52,164.8426199,168.6965795,151.6927697,169.6989718,165.9674512,174.3726272,145.2406098,145.894941,
53,152.0871385,168.7598944,145.6460952,152.2210107,158.872915,173.8578498,141.0045192,149.4380334,
54,162.550322,164.2978632,160.768285,156.7118316,161.8090357,179.5690468,165.3072185,169.4531903,6
55,163.2964805,168.6390648,161.0375739,151.8429556,178.3147217,176.8522302,166.2331062,171.8463749,
56,178.0804991,173.3301356,151.1572041,149.3317178,175.2874343,162.8912462,169.5212913,176.0327839,
57,177.878182,174.0879357,157.365021,144.6796556,172.9458998,162.8912462,169.6468574,174.4055964,r
58,178.9300952,174.4784827,135.1106849,163.9303851,175.8242523,165.6168276,170.0703016,164.0255051,
59,176.4232426,178.7017156,161.1131491,150.4389626,120.8308719,165.6168276,155.2559885,165.2365995,
60,163.5821711,153.3275719,160.3943057,92.36532026,157.5391717,168.0725661,162.8860695,167.808051,
61,137.4501827,128.8241387,116.420644,52.42943513,178.7823095,176.4203653,152.0997092,179.6827984,
62,162.3606567,137.9507306,162.5777392,45.31364835,120.4496644,176.4203653,178.1846857,177.9277246,
63,168.6571372,145.2412442,158.8182509,42.76164296,120.4496644,160.8255107,87.75258737,168.7413114,
64,99.08305498,151.4030248,153.1360121,133.1998747,140.7913997,178.6041005,158.5285882,158.4117973,
65,145.4835382,156.5873933,117.0976045,122.340446,136.9960668,177.154554,152.6845144,158.4117973,
66,152.8484431,156.7339933,149.2469243,133.6643595,144.1234227,179.5561827,152.6845144,172.8421943,
67,146.0964668,165.3632017,96.06800188,147.6928476,147.4184181,179.3893914,152.6845144,172.8421943,
68,172.2512474,162.7165426,174.6202389,154.6031993,148.2149423,179.4980379,152.6845144,178.7543123,
69,166.1531972,164.0085337,111.7851866,177.2798264,145.7697519,177.7210718,152.6845144,150.6296159,
70,174.8709562,159.9441104,86.36865731,69.86880686,152.965188,177.4676809,174.0268615,178.4872927,
71,175.8683775,162.2915919,127.4811763,67.03984703,148.9480248,178.0331657,174.0268615,27.35611666,
72,170.7131094,156.2508722,151.3196631,168.1334038,140.4621304,178.3117236,171.1929097,178.2487192,
73,169.3821593,140.9437095,170.7537255,179.6206011,123.0136654,179.8587142,152.3168863,171.3190328,
74,140.5274984,102.4024993,179.0276056,167.843682,121.3301165,177.7177055,72.26452676,176.34286,
75,142.5094514,113.7078282,130.3238961,158.740243,100.5018806,178.2474303,39.24007236,178.485717,
76,164.235982,110.8269804,114.8079228,114.369432,110.7345209,178.4924424,158.0264457,115.2884788,
77,141.8797862,65.19515285,153.8249352,117.674143,88.56523144,178.0622161,175.768825,176.074261,
78,104.1918564,14.34096086,153.8249352,158.823312,87.45931483,177.8408507,134.0822534,174.2736846,
79,129.037619,2.977089641,153.8249352,179.458628,126.9032934,177.5575953,164.1834827,166.0434344,
80,111.2235957,62.28125042,153.8249352,174.8905744,128.6416664,178.4585551,112.6361131,161.4032667,
81,92.97400975,21.42318907,153.8249352,165.9096367,129.0985512,178.9198512,90.32179969,170.8468478,
82,174.413073,156.9224548,153.8249352,166.4488107,119.2350821,176.1309892,140.7391385,168.2420903,
83,163.3988123,101.2431777,153.8249352,162.9356098,101.5527717,178.2767853,105.9104493,157.8416812,
84,168.4351143,101.2431777,153.8249352,164.1510956,69.20037047,178.8703187,72.56599487,154.8128192,
85,167.0291141,28.80951572,153.8249352,166.3755219,35.91021023,177.9249721,66.64481795,94.53320286,
86,177.265158,30.87939616,178.893395,166.9226332,33.70229513,178.6594141,36.0756869,77.68289415,
87,167.722593,32.10261545,170.1200307,167.575729,36.46801314,178.7752759,36.34486036,85.81535106,
88,166.5249366,25.90880018,124.4272696,166.7519493,40.15981373,178.5779343,25.49094755,46.29362679,
89,168.8742346,21.07303583,145.154395,166.3439603,46.09271125,178.5597887,38.0242009,12.75739353,
