,82.25.mp4,82.52.mp4,87.22.mp4,87.71.mp4,89.78.mp4,93.59.mp4,94.24.mp4,96.29.mp4,steps
63,171.6879478,147.1898853,161.3338598,144.1418862,169.3916756,169.7423009,72.66477881,69.56045321,
64,131.9172521,130.0212649,155.9389221,141.3402835,162.5996054,173.8127463,54.75083553,21.26924209,
65,143.2299829,127.9732097,174.2513312,146.8372587,129.4815979,172.2116537,51.82088918,21.26924209,
66,172.2162872,145.9125007,169.950281,141.7303856,129.4721392,173.5502526,51.82088918,170.5787294,
67,86.95413521,156.026805,167.4184775,139.1560607,140.787002,172.700639,51.82088918,170.5787294,
68,121.1679042,146.5310328,179.5491964,142.800021,148.1942334,173.0147353,51.82088918,148.8868934,
69,111.758168,177.2757869,170.2704318,147.8437085,159.9003501,171.7654833,51.82088918,154.6499189,
70,143.7148869,161.8586972,156.4542833,108.8315442,155.8612299,174.2690352,93.51351228,41.16020589,
71,168.4149808,160.0332446,170.1744548,62.20587522,172.9916626,173.3062961,93.51351228,131.7214469,
72,164.4050306,168.3188954,163.740643,126.4639827,170.4127341,174.298093,151.9253851,160.476334,
73,174.1230039,150.6270774,145.9445455,82.50817061,164.1554671,175.3845902,164.344127,152.938836,
74,173.1542849,148.4600374,152.9836878,75.73396796,161.2097946,171.6659951,80.48176008,152.494578,
75,171.870424,140.6498454,157.3223091,45.22820629,159.6505763,173.3267891,16.44297918,163.3835992,
76,169.4373079,141.7247455,158.0857085,31.59357402,168.6911983,173.7323049,149.9040598,168.4436537,
77,169.1303046,135.8505611,155.3140647,28.60445671,176.6648581,174.5232923,64.36610193,171.2833153,
78,173.8801667,149.7490657,155.3140647,47.70850431,173.5298436,174.295131,11.6912283,137.9774408,
79,164.7726655,172.4029685,155.3140647,59.62047659,153.5126717,173.0568133,52.17762052,8.807372754,
80,172.8160255,167.9156547,155.3140647,59.20900654,145.8763281,174.4707676,4.686348609,27.77070769,
81,166.6591682,143.298188,155.3140647,71.51795764,160.6065978,174.2436796,62.87111005,54.87562236,
82,102.5375085,145.0995466,155.3140647,84.25840937,162.0469589,173.3656504,175.9419379,4.219280062,
83,117.8941853,141.7200831,155.3140647,85.31152349,171.3286319,173.8403513,36.40892952,114.9405901,
84,121.1668953,141.7200831,155.3140647,106.8903036,134.555393,173.5226147,107.2923782,70.67933285,
85,177.7329728,174.7650531,155.3140647,121.3571029,103.3278025,174.8604847,127.5521817,57.18463534,
86,162.0561682,162.2910181,160.5068871,124.7482654,96.555586,174.1321457,66.57745229,63.47071336,
87,153.9717338,160.0622051,66.65740001,132.0348347,98.51016509,173.7846312,153.5823416,53.84467724,
88,179.4325478,153.8982869,4.727776762,140.4166709,99.47046019,174.141922,150.5128076,107.5338476,
89,159.6496007,135.4114422,13.61743562,149.9762342,102.8134443,173.7948017,145.5336115,114.3173756,
