,82.25.mp4,82.52.mp4,87.22.mp4,87.71.mp4,89.78.mp4,93.59.mp4,94.24.mp4,96.29.mp4,steps
0,92.18657086,91.43966892,68.67578798,83.04920149,59.95195382,93.34166141,91.00552716,108.5914701,
1,95.50678371,95.70391949,90.06273567,104.5517115,97.77917833,82.46752786,91.00552716,109.5005384,
2,101.0089507,98.05989804,104.9014932,107.7261375,99.56693263,79.39497848,106.8855096,111.1373518,
3,102.164331,101.7702948,107.1118256,110.0157884,110.6125871,84.25264163,106.6003352,112.5898231,
4,109.8253225,109.3854382,105.4090089,107.8172787,114.2006345,84.39818854,112.5926674,113.31008,
5,113.6952156,108.3777383,104.3792947,66.32616224,104.0908058,89.69285971,109.1873891,112.6625732,
6,103.1686448,104.3429048,100.3374864,23.18544739,102.6397733,88.61358814,106.1567742,110.5331072,
7,54.86938547,110.7373906,56.89661342,75.99663452,3.69542435,90.47378031,176.4917547,108.0223083,
8,85.77758837,121.7455232,106.5985385,70.08222777,80.67820747,99.18506167,101.0821937,111.9326155,
9,98.95042283,117.0618991,103.1528418,71.38649383,88.57726047,113.3524442,109.7716462,95.71230913,
10,82.28655499,129.2732647,70.46761613,76.57761621,85.35300314,113.6989246,116.1945615,102.1049005,1
11,94.16469491,125.3966825,95.02500804,100.0384382,88.0242536,121.1230789,108.6739533,92.5466664,
12,101.93974,120.8646943,79.23195472,108.3364368,114.6557078,126.5947125,146.3978353,134.1200559,
13,117.0198194,118.3794987,98.56868405,106.3511942,109.517801,126.0331322,135.9046806,127.6017841,
14,101.9408956,115.473987,86.57814436,107.1535441,89.45980879,120.4812876,141.3757578,137.3626997,
15,98.05210057,108.9658326,71.17172484,98.57645456,80.2662176,118.4359872,102.9521484,123.5787817,
16,88.67714344,109.0494549,70.35538266,93.1687516,82.30486236,119.3318389,110.7096739,117.957127,
17,78.83313406,103.8837422,157.6162077,67.74402745,83.39350952,112.6745812,82.54981636,81.60891409,
18,30.41013289,105.2716588,1.389407519,53.33582793,54.59156355,106.5631844,88.8083647,142.7830631,
19,87.90103576,121.4680243,98.06404385,15.49077101,12.85392431,109.0370104,96.00722512,120.4490598,2
20,76.60833308,110.4951338,83.27382609,10.81957316,55.59830869,105.6644445,68.37688294,118.1614662,
